,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,DNA,BTS,28489,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
20,Silence,Marshmello,27762,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
21,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",27303,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
22,Attention,"Charlie Puth",26876,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
23,Thunder,"Imagine Dragons",26741,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
24,"Too Much To Ask","Niall Horan",26576,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
25,"Despacito - Remix","Luis Fonsi",26054,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
26,"There for You","Martin Garrix",24857,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
27,"Friends (with BloodPop®)","Justin Bieber",24501,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
28,"Lonely Together (feat. Rita Ora)",Avicii,24074,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
29,"Let You Down",NF,24021,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
30,"Strip That Down","Liam Payne",23834,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
31,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",23768,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
32,Mama,"Jonas Blue",23336,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
33,"Easy Love",Lauv,22886,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
34,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",22873,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
35,มีแฟนแล้ว,"Oat Pramote",22751,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
36,Stargazing,Kygo,22614,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
37,ก่อนฤดูฝน,"The Toys",22431,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
38,"Just Like You","Louis Tomlinson",21859,https://open.spotify.com/track/5IF6IBPqbclVR7SQKmCIyA
39,บทสุดท้าย,"BANKK CA$H",21841,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
40,"There's Nothing Holdin' Me Back","Shawn Mendes",21373,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
41,ยังคิดถึง...(Same),"Marc Tatchapon",21222,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
42,"A Different Way (with Lauv)","DJ Snake",21050,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
43,"Super Far",LANY,21005,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
44,เป็นทุกอย่าง,"Room 39",20845,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
45,"Without You (feat. Sandro Cavazza)",Avicii,20562,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
46,"Something Just Like This","The Chainsmokers",20502,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
47,"I Like Me Better",Lauv,20442,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
48,ครั้งหนึ่งไม่ถึงตาย,KLEAR,19842,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
49,Pray,"Sam Smith",19839,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD
50,คนละชั้น,Jaonaay,18523,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
51,"Bedroom Floor","Liam Payne",18244,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
52,เฉยเมย,YOUNGOHM,16791,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
53,"Mi Gente (feat. Beyoncé)","J Balvin",16717,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
54,"Help Me Out (with Julia Michaels)","Maroon 5",16301,https://open.spotify.com/track/2uSLx5uwRIhiA3sJJraNqX
55,ช่วงนี้(Karma),"Atom Chanakan",16277,https://open.spotify.com/track/3LbX6aIcOxB1p0pOpYPLVu
56,"...Ready For It?","Taylor Swift",16031,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
57,ฝืนตัวเองไม่เป็น,"Non Tanon",16009,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
58,หน้าหนาวที่แล้ว,"The Toys",14982,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
59,"Galway Girl","Ed Sheeran",14870,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
60,"Bad Luck",Lipta,14841,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
61,Rain,"The Script",14731,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
62,New,Daya,14457,https://open.spotify.com/track/4tERsdVCLtLtrGdFBf9DGC
63,"Slow Hands","Niall Horan",14331,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
64,"Whiskey (feat. A$AP Rocky)","Maroon 5",14296,https://open.spotify.com/track/4OEOEsOhlzDqQuewiuPJAc
65,เจ็บจนไม่เข้าใจ,PORTRAIT,13902,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
66,เรื่องที่ขอ,Lula,13361,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
67,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",13305,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
68,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",13201,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
69,"Glorious (feat. Skylar Grey)",Macklemore,13110,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
70,"Symphony (feat. Zara Larsson)","Clean Bandit",12964,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
71,เผด็จเกิร์ล,"Tattoo Colour",12901,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
72,พัง..(ลำพัง),Getsunova,12861,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
73,"2U (feat. Justin Bieber)","David Guetta",12460,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
74,มือลั่น,"Jazz Spooknickpapiyongkookkook",12227,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
75,"Feel It Still","Portugal. The Man",12205,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
76,Anywhere,"Rita Ora",12122,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
77,"Kids in Love",Kygo,12045,https://open.spotify.com/track/2UxfcZJCphbEkfbZ6nLiDx
78,"I Fall Apart","Post Malone",12016,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
79,"I Just Can't",R3HAB,11977,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
80,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",11974,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
81,"Stay With You","Cheat Codes",11798,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
82,"Good Old Days (feat. Kesha)",Macklemore,11753,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
83,"More Than You Know","Axwell /\ Ingrosso",11719,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
84,Unforgettable,"French Montana",11655,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
85,Congratulations,"Post Malone",11571,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
86,"That's What I Like","Bruno Mars",11430,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
87,"Mi Gente","J Balvin",11140,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
88,"What About Us",P!nk,10849,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
89,"As If It's Your Last",BLACKPINK,10787,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
90,"XO TOUR Llif3","Lil Uzi Vert",10515,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
91,Closer,"The Chainsmokers",10491,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
92,"Best Of Me",BTS,10483,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
93,Gashina,SUNMI,10478,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
94,"Your Song","Rita Ora",10457,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
95,ทุกคนเคยร้องไห้,"Pang Nakarin",10452,https://open.spotify.com/track/35xujz4rBKjBkVLx2AoD6Y
96,Photograph,"Ed Sheeran",10376,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
97,HUMBLE.,"Kendrick Lamar",10359,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
98,"Nobody Compares To You",Gryffin,10247,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
99,Personal,"The Vamps",10132,https://open.spotify.com/track/5kflnIKOUU6aLXkVXmJ6iK
100,Heartline,"Craig David",10040,https://open.spotify.com/track/4ioNqWWd8Ivz4bLfrn3bBN
101,"Go Go",BTS,10010,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
102,Tired,"Alan Walker",9992,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a
103,"Gucci Gang","Lil Pump",9980,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
104,Energetic,"Wanna One",9961,https://open.spotify.com/track/3CEs5Jnov3YkmYn0Vezrcr
105,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",9949,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
106,"Spring Day",BTS,9927,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
107,Restart,"Room 39",9911,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
108,"Bank Account","21 Savage",9856,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
109,"MIC Drop",BTS,9850,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b
110,"Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike",9614,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
111,"Bodak Yellow","Cardi B",9552,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
112,"Ko Ko Bop",EXO,9220,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
113,"We Could Go Back","Jonas Blue",9090,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
114,"Blood Sweat & Tears",BTS,9022,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
115,เวลา,"Opor Praput",8951,https://open.spotify.com/track/0cnFQVTvVdQ4C0btqE3J8T
116,เธอทำให้ได้รู้,Potato,8909,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
117,"First Love","Lost Kings",8631,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
118,"Carry You Home",Tiësto,8577,https://open.spotify.com/track/7pstxLUhvsJC3M4TxHe2aI
119,Revenge,P!nk,8559,https://open.spotify.com/track/3OEer2dQj1eWhSqxatGiru
120,Believer,"Imagine Dragons",8558,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
121,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",8441,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
122,"Labelle - Acoustic","Telex Telexs",8311,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
123,"Jocelyn Flores",XXXTENTACION,8230,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
124,"Intro: Serendipity",BTS,8146,https://open.spotify.com/track/7iV733e1KacKrFRaBNxVEf
125,กะทันหัน,"Fymme Bongkot",8096,https://open.spotify.com/track/6sxDRIzYz50GJeSYLAODZm
126,อย่าเพิ่งใจร้าย,"The Mousses",8051,https://open.spotify.com/track/5S2aCEv3wt0bukp7nmhw52
127,Unpredictable,"Olly Murs",7979,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
128,ก็แค่ไม่มีฉัน,"Violette Wautier",7952,https://open.spotify.com/track/43jODHDCovQ6CRYgYMhzrM
129,"Thinking Out Loud","Ed Sheeran",7948,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
130,"빨간 맛 Red Flavor","Red Velvet",7924,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
131,dimple,BTS,7873,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi
132,Paris,"The Chainsmokers",7753,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
133,คนที่คุณก็รู้ว่าใคร,Stamp,7752,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
134,ลืมไปก่อน,"Buddha Bless",7727,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
135,"ปลายทางที่ว่างเปล่า - เพลงประกอบ Club Friday Celeb's Stories","Aof Pongsak",7703,https://open.spotify.com/track/34EtCXSXdm8iR2psCUGpwU
136,ทดลองใช้,"Pun Basher",7654,https://open.spotify.com/track/0OCOoJ0TVcCLRCBFycKgnF
137,"Find You","Nick Jonas",7603,https://open.spotify.com/track/6Ll3qUTssdGWMxbwhMud2N
138,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",7565,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
139,Anyway,"Tyron Hapi",7518,https://open.spotify.com/track/77ngtwBosDuAwiQu8afOOQ
140,"Love Yourself","Justin Bieber",7500,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
141,"Versace On The Floor","Bruno Mars",7467,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
142,"Blank Space","Taylor Swift",7449,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
143,"Pied Piper",BTS,7430,https://open.spotify.com/track/0ffweDHrg4bZqdG4IfGYuo
144,"Stay Young","Mike Perry",7428,https://open.spotify.com/track/2kLf4myxQME1Nd0voeKZri
145,"Burn It Up","Wanna One",7360,https://open.spotify.com/track/0WJVy5IYA9AeAI1htZDq0C
146,"ปากแข็ง (Just in my mind) - เพลงประกอบซีรีส์ Slam Dance ทุ่มฝันสนั่นฟลอร์",Mild,7295,https://open.spotify.com/track/3ALshyY9fzcWICITSHC3km
147,"Stay With Me",CHANYEOL,7283,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
148,"Where The Love Goes",Anjulie,7282,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV
149,หลับลึก,"Tattoo Colour",7243,https://open.spotify.com/track/0CgB8ygwmZ2rT8HWFMVWwh
150,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,7229,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
151,"All My Love (feat. Conor Maynard)","Cash Cash",7205,https://open.spotify.com/track/1839RWzPRZCVgvamu4sHSN
152,"Don't Wanna Cry",SEVENTEEN,7202,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
153,ถ้าหาก,"Two Popetorn",7184,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
154,"Say You Won't Let Go","James Arthur",7182,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
155,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,7031,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
156,superlit,gnash,7013,https://open.spotify.com/track/4hDuZ5DmaYjNR2WBvlyfBw
157,"Stay (with Alessia Cara)",Zedd,7001,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
158,"วู่วาม - Unreleased Version","Season Five",6975,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
159,"Not Today",BTS,6915,https://open.spotify.com/track/4hrpoqJMVE7FxBu1YWx0eQ
160,"I Feel It Coming","The Weeknd",6787,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
161,"รู้ยัง - Acoustic Live Session","Ton Thanasit",6764,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
162,"긴 밤이 오면","Eddy Kim",6754,https://open.spotify.com/track/5LiWJsSSjZh7Y3hqml18Ki
163,"WHISTLE - KR Ver.",BLACKPINK,6751,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
164,"I Get The Bag (feat. Migos)","Gucci Mane",6746,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
165,Fantasy,JBJ,6729,https://open.spotify.com/track/7anG5LPbKDczGyhZ1agbo1
166,"The Scientist",Coldplay,6674,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
167,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6668,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
168,นวด,Palmy,6659,https://open.spotify.com/track/3ElQaABWL55eqagqUocEYW
169,Starboy,"The Weeknd",6652,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
170,อยู่ต่อเลยได้ไหม,"Singto Numchok",6633,https://open.spotify.com/track/4V2FimcFqJ2x7uk4uFQEvN
171,"REALLY REALLY",WINNER,6591,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
172,"Let's Go",Lipta,6537,https://open.spotify.com/track/3AenWjAY3QOYyInNTBOuNX
173,"ทางของฝุ่น (Dust)","Atom Chanakan",6515,https://open.spotify.com/track/3XfygeAG5SFzEVaQJEKY49
174,ร่มสีเทา,Whatcharawale,6425,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
175,ปล่อย,"Pop Pongkool",6327,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
176,"WHERE YOU AT","NU'EST W",6259,https://open.spotify.com/track/7vs4RrAcoc1VzY0dKUsKF0
177,อยากฟัง,"Violette Wautier",6195,https://open.spotify.com/track/7pQEnyiyYsrw9YGMGLv4dU
178,เพียง,"Chart Suchart",6069,https://open.spotify.com/track/5uv1Q92Nv4l7nsuTvnwT9L
179,Panama,Matteo,6040,https://open.spotify.com/track/14nzS3IzR9JIk26IX8iL3P
180,โอ้เธอ,"Songkarn Rangsant",6028,https://open.spotify.com/track/31NK9ucTVypJ7txSyNq52G
181,"Treat You Better","Shawn Mendes",6021,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
182,"Beautiful Trauma",P!nk,6009,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn
183,"전야 前夜 The Eve",EXO,6007,https://open.spotify.com/track/2ujA6F1cpk3m8lsPE5aKua
184,Location,Khalid,6003,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
185,Demons,"Imagine Dragons",5998,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e
186,"Seeing Blind","Niall Horan",5991,https://open.spotify.com/track/65wnZsZLKJimfK1cTFOfa1
187,ปาใส่หน้า,"Ae Jirakorn",5956,https://open.spotify.com/track/5TB9yRV4DdinilFXwWCitB
188,ใช่มั้ย?,Oui,5950,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
189,"BOOMBAYAH - KR Ver.",BLACKPINK,5947,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
190,เธอเก่ง,JETSET'ER,5915,https://open.spotify.com/track/5aY7gIK5RcdqGaKl7tKJFm
191,"Me Rehúso","Danny Ocean",5910,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
192,"I'm Not The Only One","Sam Smith",5887,https://open.spotify.com/track/0fioLzGM8ngbD1w6fMmm45
193,"Bad At Love",Halsey,5870,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
194,เธอ,Cocktail,5863,https://open.spotify.com/track/6SlbEb9Zvc8rUAHUhreScK
195,หมายความว่าอะไร,MEAN,5815,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
196,"24K Magic","Bruno Mars",5806,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
197,โลกที่ไม่มีเธอ,PORTRAIT,5799,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
198,คนที่ฟ้าส่งมาให้รักกัน,"La Ong Fong",5794,https://open.spotify.com/track/66YKgUAiVkyQon6dD5xkcc
199,ยังรอ,"Ben Chalatit",5782,https://open.spotify.com/track/2iZa85nnDuPYAW9NswnjDp
200,"Reggaetón Lento (Remix)",CNCO,5730,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
