,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
68,พัง..(ลำพัง),Getsunova,13875,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
69,"Glorious (feat. Skylar Grey)",Macklemore,13753,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
70,"MIC Drop",BTS,13406,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b
71,"Just Like You","Louis Tomlinson",13344,https://open.spotify.com/track/5IF6IBPqbclVR7SQKmCIyA
72,มือลั่น,"Jazz Spooknickpapiyongkookkook",13300,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
73,"Go Go",BTS,13262,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
74,อย่าเพิ่งใจร้าย,"The Mousses",13105,https://open.spotify.com/track/5S2aCEv3wt0bukp7nmhw52
75,Believer,"Imagine Dragons",13095,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
76,"Good Old Days (feat. Kesha)",Macklemore,12916,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
77,Unforgettable,"French Montana",12800,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
78,"Mi Gente","J Balvin",12463,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
79,ทุกคนเคยร้องไห้,"Pang Nakarin",12400,https://open.spotify.com/track/35xujz4rBKjBkVLx2AoD6Y
80,"Feel It Still","Portugal. The Man",12354,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
81,"That's What I Like","Bruno Mars",12310,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
82,"I Fall Apart","Post Malone",12290,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
83,"More Than You Know","Axwell /\ Ingrosso",12215,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
84,"Stay With You","Cheat Codes",12030,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
85,Congratulations,"Post Malone",12017,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
86,"As If It's Your Last",BLACKPINK,11941,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
87,"I Just Can't",R3HAB,11814,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
88,"Intro: Serendipity",BTS,11673,https://open.spotify.com/track/7iV733e1KacKrFRaBNxVEf
89,"Slow Hands","Niall Horan",11523,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
90,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",11520,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
91,"XO TOUR Llif3","Lil Uzi Vert",11422,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
92,HUMBLE.,"Kendrick Lamar",11222,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
93,Photograph,"Ed Sheeran",11218,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
94,"Your Song","Rita Ora",11212,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
95,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",11177,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
96,dimple,BTS,11013,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi
97,"Nobody Compares To You",Gryffin,10937,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
98,Closer,"The Chainsmokers",10892,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
99,"Spring Day",BTS,10793,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
100,"Bodak Yellow","Cardi B",10758,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
101,"Pied Piper",BTS,10589,https://open.spotify.com/track/0ffweDHrg4bZqdG4IfGYuo
102,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,10573,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
103,"Beautiful Trauma",P!nk,10556,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn
104,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",10526,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
105,Restart,"Room 39",10350,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
106,"Blood Sweat & Tears",BTS,10338,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
107,Heartline,"Craig David",10335,https://open.spotify.com/track/4ioNqWWd8Ivz4bLfrn3bBN
108,"Gucci Gang","Lil Pump",10323,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
109,Energetic,"Wanna One",10303,https://open.spotify.com/track/3CEs5Jnov3YkmYn0Vezrcr
110,"Jocelyn Flores",XXXTENTACION,10241,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,"Ko Ko Bop",EXO,10183,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
112,Gashina,SUNMI,10117,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
113,เวลา,"Opor Praput",10071,https://open.spotify.com/track/0cnFQVTvVdQ4C0btqE3J8T
114,"Labelle - Acoustic","Telex Telexs",10067,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
115,"Bank Account","21 Savage",9854,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
116,"Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike",9837,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
117,เธอทำให้ได้รู้,Potato,9611,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
118,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",9116,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
119,"We Could Go Back","Jonas Blue",9018,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
120,"Carry You Home",Tiësto,9004,https://open.spotify.com/track/7pstxLUhvsJC3M4TxHe2aI
121,ก็แค่ไม่มีฉัน,"Violette Wautier",8645,https://open.spotify.com/track/43jODHDCovQ6CRYgYMhzrM
122,Paris,"The Chainsmokers",8479,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
123,"Versace On The Floor","Bruno Mars",8472,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
124,"ปลายทางที่ว่างเปล่า - เพลงประกอบ Club Friday Celeb's Stories","Aof Pongsak",8411,https://open.spotify.com/track/34EtCXSXdm8iR2psCUGpwU
125,Unpredictable,"Olly Murs",8343,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
126,"Thinking Out Loud","Ed Sheeran",8330,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
127,กะทันหัน,"Fymme Bongkot",8282,https://open.spotify.com/track/6sxDRIzYz50GJeSYLAODZm
128,"Outro: Her",BTS,8258,https://open.spotify.com/track/3l8yQMdniG6Os8gUBNXV57
129,คนที่คุณก็รู้ว่าใคร,Stamp,8104,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
130,"Find You","Nick Jonas",8084,https://open.spotify.com/track/6Ll3qUTssdGWMxbwhMud2N
131,"ปากแข็ง (Just in my mind) - เพลงประกอบซีรีส์ Slam Dance ทุ่มฝันสนั่นฟลอร์",Mild,8030,https://open.spotify.com/track/3ALshyY9fzcWICITSHC3km
132,"Love Yourself","Justin Bieber",8027,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
133,ทดลองใช้,"Pun Basher",8002,https://open.spotify.com/track/0OCOoJ0TVcCLRCBFycKgnF
134,"Not Today",BTS,7906,https://open.spotify.com/track/4hrpoqJMVE7FxBu1YWx0eQ
135,"Burn It Up","Wanna One",7824,https://open.spotify.com/track/0WJVy5IYA9AeAI1htZDq0C
136,ลืมไปก่อน,"Buddha Bless",7818,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
137,New,Daya,7796,https://open.spotify.com/track/4tERsdVCLtLtrGdFBf9DGC
138,superlit,gnash,7784,https://open.spotify.com/track/4hDuZ5DmaYjNR2WBvlyfBw
139,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",7778,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
140,Personal,"The Vamps",7733,https://open.spotify.com/track/5kflnIKOUU6aLXkVXmJ6iK
141,"Where The Love Goes",Anjulie,7644,https://open.spotify.com/track/0Xa7b1Kw7I08dD2k7zZKtV
142,"Stay (with Alessia Cara)",Zedd,7616,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
143,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,7495,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
144,"빨간 맛 Red Flavor","Red Velvet",7476,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
145,"Say You Won't Let Go","James Arthur",7450,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
146,"Stay Young","Mike Perry",7439,https://open.spotify.com/track/2kLf4myxQME1Nd0voeKZri
147,นวด,Palmy,7404,https://open.spotify.com/track/3ElQaABWL55eqagqUocEYW
148,"All My Love (feat. Conor Maynard)","Cash Cash",7367,https://open.spotify.com/track/1839RWzPRZCVgvamu4sHSN
149,"WHISTLE - KR Ver.",BLACKPINK,7355,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
150,ถ้าหาก,"Two Popetorn",7209,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
151,"I Feel It Coming","The Weeknd",7206,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
152,"The Scientist",Coldplay,7159,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
153,"Let's Go",Lipta,7158,https://open.spotify.com/track/3AenWjAY3QOYyInNTBOuNX
154,"Stay With Me",CHANYEOL,7057,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
155,"ทางของฝุ่น (Dust)","Atom Chanakan",7008,https://open.spotify.com/track/3XfygeAG5SFzEVaQJEKY49
156,เพียง,"Chart Suchart",6997,https://open.spotify.com/track/5uv1Q92Nv4l7nsuTvnwT9L
157,"Don't Wanna Cry",SEVENTEEN,6995,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
158,Starboy,"The Weeknd",6978,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
159,"วู่วาม - Unreleased Version","Season Five",6951,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
160,"รู้ยัง - Acoustic Live Session","Ton Thanasit",6895,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
161,อยากฟัง,"Violette Wautier",6835,https://open.spotify.com/track/7pQEnyiyYsrw9YGMGLv4dU
162,"전야 前夜 The Eve",EXO,6829,https://open.spotify.com/track/2ujA6F1cpk3m8lsPE5aKua
163,"I Get The Bag (feat. Migos)","Gucci Mane",6817,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
164,อยู่ต่อเลยได้ไหม,"Singto Numchok",6812,https://open.spotify.com/track/4V2FimcFqJ2x7uk4uFQEvN
165,"Deserve (feat. Travis Scott)","Kris Wu",6753,https://open.spotify.com/track/5075foWfaIxJZr3hGMopXO
166,ร่มสีเทา,Whatcharawale,6667,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
167,"Whatever It Takes","Imagine Dragons",6635,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
168,โอ้เธอ,"Songkarn Rangsant",6633,https://open.spotify.com/track/31NK9ucTVypJ7txSyNq52G
169,ปล่อย,"Pop Pongkool",6613,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
170,เก็บรัก,"Ammy The Bottom Blues",6587,https://open.spotify.com/track/427BJ3YUf4vKsPSK0uH23e
171,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6585,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
172,"Blank Space","Taylor Swift",6584,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
173,"Treat You Better","Shawn Mendes",6474,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
174,ปาใส่หน้า,"Ae Jirakorn",6364,https://open.spotify.com/track/5TB9yRV4DdinilFXwWCitB
175,"BOOMBAYAH - KR Ver.",BLACKPINK,6348,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
176,ยินดีที่ได้รัก,S.D.F,6328,https://open.spotify.com/track/5CclbtfH4QbBDF3lT4D8Ue
177,"Me Rehúso","Danny Ocean",6308,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
178,"Side To Side","Ariana Grande",6303,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
179,โลกที่ไม่มีเธอ,PORTRAIT,6292,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
180,"24K Magic","Bruno Mars",6279,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
181,"I'm Not The Only One","Sam Smith",6276,https://open.spotify.com/track/0fioLzGM8ngbD1w6fMmm45
182,เธอ,Cocktail,6274,https://open.spotify.com/track/6SlbEb9Zvc8rUAHUhreScK
183,"REALLY REALLY",WINNER,6245,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
184,Demons,"Imagine Dragons",6229,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e
185,เธอเก่ง,JETSET'ER,6221,https://open.spotify.com/track/5aY7gIK5RcdqGaKl7tKJFm
186,ยังรอ,"Ben Chalatit",6188,https://open.spotify.com/track/2iZa85nnDuPYAW9NswnjDp
187,Power,EXO,6186,https://open.spotify.com/track/53YZi9zgTnF0Py0K6ejyWz
188,ใช่มั้ย?,Oui,6169,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
189,NEVER,"Sons of People",6140,https://open.spotify.com/track/095rDYLjAHYmis3vU8gRxo
190,Location,Khalid,6090,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
191,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",6046,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
192,พายุหมุน,"The Yers",6027,https://open.spotify.com/track/2NVJgGuBgcLAnEpahR1wBi
193,"Stay With Me","Sam Smith",6020,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4
194,คนที่ฟ้าส่งมาให้รักกัน,"La Ong Fong",6003,https://open.spotify.com/track/66YKgUAiVkyQon6dD5xkcc
195,"Se Preparó",Ozuna,5971,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
196,หลับลึก,"Tattoo Colour",5963,https://open.spotify.com/track/0CgB8ygwmZ2rT8HWFMVWwh
197,"Bad At Love",Halsey,5963,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
198,"It Ain't Me (with Selena Gomez)",Kygo,5960,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
199,"I Need U",BTS,5957,https://open.spotify.com/track/3RlcLpMmRvSd84Uw6Yt4Iw
200,"Sexy Dirty Love","Demi Lovato",5952,https://open.spotify.com/track/38Ncs9ZEzJzd1ypUjNPsb5
