,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
75,Wait,"Maroon 5",16894,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
76,Stargazing,Kygo,16768,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
77,HUMBLE.,"Kendrick Lamar",16578,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
78,"That's What I Like","Bruno Mars",16417,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
79,Believer,"Imagine Dragons",16393,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
80,จดหมาย,"The Toys",15991,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
81,มีแฟนแล้ว,"Oat Pramote",15888,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
82,"Symphony (feat. Zara Larsson)","Clean Bandit",15870,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
83,"A Different Way (with Lauv)","DJ Snake",15785,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
84,พัง..(ลำพัง),Getsunova,15476,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
85,"Crystal Snow",BTS,15464,https://open.spotify.com/track/5SXEEYJxc5OPoOn5H9SHvX
86,Photograph,"Ed Sheeran",15265,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
87,Sober,G-Eazy,15235,https://open.spotify.com/track/0GOJobsbOSIF99y6CGr5o6
88,Gashina,SUNMI,15226,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
89,Beautiful,"Wanna One",15136,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
90,"Stranger Things",Kygo,15048,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
91,Mama,"Jonas Blue",14965,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
92,"XO TOUR Llif3","Lil Uzi Vert",14864,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
93,New,Daya,14776,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
94,Congratulations,"Post Malone",14768,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
95,Unforgettable,"French Montana",14346,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
96,Closer,"The Chainsmokers",14201,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
97,"As If It's Your Last",BLACKPINK,14094,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
98,มือลั่น,"Jazz Spooknickpapiyongkookkook",14008,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
99,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",13798,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
100,"2U (feat. Justin Bieber)","David Guetta",13762,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
101,"Spring Day",BTS,13735,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
102,"Candy Paint","Post Malone",13708,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
103,"Slow Hands","Niall Horan",13634,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
104,"...Ready For It?","Taylor Swift",13494,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
105,Energetic,"Wanna One",13442,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
106,"Say You Won't Let Go","James Arthur",13413,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
107,"Friends (with BloodPop®)","Justin Bieber",13152,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
108,Starboy,"The Weeknd",13017,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
109,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",12968,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
110,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",12914,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
111,"Mi Gente","J Balvin",12876,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
112,Gorgeous,"Taylor Swift",12822,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
113,"Échame La Culpa","Luis Fonsi",12807,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
114,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",12730,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
115,เธอทำให้ได้รู้,Potato,12604,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
116,"ปล่อย (Miss)","Clockwork Motionless",12587,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
117,"Galaxy (feat. Kob The X Factor)","D Gerrard",12473,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
118,"Your Song","Rita Ora",12386,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
119,"แค่ฉันมีเธอ (Finn)","Room 39",12337,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
120,"ใต้ฟ้า (Tomorrow)",JETSET'ER,12293,https://open.spotify.com/track/4BmONvIG0LUUWCSd1dokyZ
121,Paris,"The Chainsmokers",12178,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
122,"I Just Can't",R3HAB,12102,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
123,ช่วงนี้(Karma),"Atom Chanakan",12057,https://open.spotify.com/track/4BQSRsJ1VX0KHkA4w2QCik
124,เวลา,"Opor Praput",12008,https://open.spotify.com/track/0cnFQVTvVdQ4C0btqE3J8T
125,"ไม่อยากเป็นของใคร - เพลงประกอบละคร แหวนดอกไม้","Gypso Ariigantha",11937,https://open.spotify.com/track/22ihZcod3FGKlZP3wibBtG
126,"Bedroom Floor","Liam Payne",11892,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
127,"Stay (with Alessia Cara)",Zedd,11868,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
128,"Man's Not Hot","Big Shaq",11854,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
129,Pray,"Sam Smith",11625,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
130,"Nobody Compares To You",Gryffin,11602,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
131,"Stay With You","Cheat Codes",11492,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
132,"End Game","Taylor Swift",11482,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
133,รถคันเก่า,"Atom Chanakan",11427,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
134,"I Fall Apart","Post Malone",11363,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
135,ถอย,Gliss,11345,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
136,"Last Christmas",Wham!,11321,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
137,"Versace On The Floor","Bruno Mars",11277,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
138,"ทางของฝุ่น (Dust)","Atom Chanakan",11064,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
139,"Stay With Me",CHANYEOL,10996,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
140,Dreamer,"Axwell /\ Ingrosso",10971,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
141,"빨간 맛 Red Flavor","Red Velvet",10958,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
142,"Ko Ko Bop",EXO,10893,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
143,"Tip Toe (feat. French Montana)","Jason Derulo",10857,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
144,"รู้ยัง - Acoustic Live Session","Ton Thanasit",10726,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
145,"No Limit",G-Eazy,10618,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
146,"Don't Wanna Cry",SEVENTEEN,10587,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
147,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,10564,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
148,"I Feel It Coming","The Weeknd",10544,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
149,Location,Khalid,10486,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
150,ลืมไปก่อน,"Buddha Bless",10451,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
151,"Miss You","Louis Tomlinson",10421,https://open.spotify.com/track/3zxrecYFao03IrrcyFiaMU
152,เพื่อนรัก,"The Parkinson",10411,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
153,"Thinking Out Loud","Ed Sheeran",10407,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
154,PLEASE,"Atom Chanakan",10302,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
155,"First Love","Lost Kings",10295,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
156,ก็แค่ไม่มีฉัน,"Violette Wautier",10279,https://open.spotify.com/track/43jODHDCovQ6CRYgYMhzrM
157,อย่าเพิ่งใจร้าย,"The Mousses",10272,https://open.spotify.com/track/5S2aCEv3wt0bukp7nmhw52
158,ฉันมาบอกว่า,"Season Five",10188,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
159,อ้าว,"Atom Chanakan",10165,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
160,"Bank Account","21 Savage",10161,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
161,"Both of Us","Yellow Claw",10141,https://open.spotify.com/track/6QcIPGlQpohjUNPpIv1OsB
162,น่าดู,"Singto Numchok",10112,https://open.spotify.com/track/2jLXLB2Fj7swKMKkqGANDr
163,"Treat You Better","Shawn Mendes",10104,https://open.spotify.com/track/3AFfyUXTfj12PgrOkZiiJo
164,หมายความว่าอะไร,MEAN,9975,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
165,เมื่อวาน,"Oat Pramote",9959,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
166,"Feel It Still","Portugal. The Man",9957,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
167,"REALLY REALLY",WINNER,9834,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
168,Restart,"Room 39",9719,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
169,"Blood Sweat & Tears",BTS,9673,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
170,"Ain't That Why",R3HAB,9555,https://open.spotify.com/track/6kxmBja0pKhbBXiAMMeXwh
171,"เป็นต่อ - เพลงประกอบซิทคอม เป็นต่อ UNCENSORED POOLPARTY พี่ไม่ลืม",UrboyTJ,9551,https://open.spotify.com/track/4StkK6TJgSLhkI6d9rvrBZ
172,"Ric Flair Drip (& Metro Boomin)",Offset,9524,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
173,หลับลึก,"Tattoo Colour",9459,https://open.spotify.com/track/0CgB8ygwmZ2rT8HWFMVWwh
174,"More Than You Know","Axwell /\ Ingrosso",9450,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
175,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9408,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
176,เกี่ยวกันไหม(You?),"Ink Waruntorn",9384,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
177,โอ้เธอ,"Songkarn Rangsant",9383,https://open.spotify.com/track/31NK9ucTVypJ7txSyNq52G
178,Personal,"The Vamps",9343,https://open.spotify.com/track/5kflnIKOUU6aLXkVXmJ6iK
179,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",9286,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
180,"Castle on the Hill","Ed Sheeran",9279,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
181,เตลิด,Zeal,9237,https://open.spotify.com/track/2b37HBQW44oMZ6QephdHcJ
182,"จีบ...(May I)","Namm Ronnadet",9220,https://open.spotify.com/track/3F5jmTgXeY1zS2ATt4cR7L
183,"Lip & Hip",HyunA,9186,https://open.spotify.com/track/5C2d3tz8WACjmw7T6TthQ2
184,คนที่คุณก็รู้ว่าใคร,Stamp,9180,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
185,CLAP,SEVENTEEN,9134,https://open.spotify.com/track/19t5GSN3XsLB7UOsZD8Fwv
186,"Easy Love",Lauv,9111,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
187,Some,Bolbbalgan4,9068,https://open.spotify.com/track/3mmLyEhphJAaW7hyEXAD8l
188,"Palette (Feat. G-DRAGON)",IU,9032,https://open.spotify.com/track/3y7ByLZ05tluscOTRgEJ9Y
189,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",9030,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
190,"Best Of Me",BTS,8960,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
191,"It Ain't Me (with Selena Gomez)",Kygo,8892,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
192,"Side To Side","Ariana Grande",8883,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
193,"Good Together","SHY Martin",8866,https://open.spotify.com/track/763v0n4szIsWp3HOsfi7qq
194,พบกันใหม่,Polycat,8838,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
195,"Burn It Up","Wanna One",8803,https://open.spotify.com/track/44u6id0tBroYZPLSNCHMnl
196,"รู้สึก (Diary)",Scrubb,8706,https://open.spotify.com/track/7bUsQIWIirvF3tsNfee1zk
197,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",8612,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
198,พันหมื่นเหตุผล,KLEAR,8589,https://open.spotify.com/track/4xrDAFS6yyUo79RMuaR3ib
199,"We Could Go Back","Jonas Blue",8560,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
200,"WHISTLE - KR Ver.",BLACKPINK,8551,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
