,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",31305,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
21,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",30294,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
22,rockstar,"Post Malone",30265,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
23,Thunder,"Imagine Dragons",30221,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
24,"Let You Down",NF,30167,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,"피카부 Peek-A-Boo","Red Velvet",30095,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
26,"Paris in the Rain",Lauv,29848,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
27,"I Like Me Better",Lauv,29557,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
28,บทสุดท้าย,"BANKK CA$H",29477,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
29,ฝืนตัวเองไม่เป็น,"Non Tanon",28037,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
30,"There for You","Martin Garrix",27793,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
31,"Lonely Together (feat. Rita Ora)",Avicii,27487,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
32,Attention,"Charlie Puth",27301,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
33,หน้าหนาวที่แล้ว,"The Toys",27070,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
34,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",26363,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
35,เป็นทุกอย่าง,"Room 39",26305,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
36,ครั้งหนึ่งไม่ถึงตาย,KLEAR,26139,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
37,"A Different Way (with Lauv)","DJ Snake",25753,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
38,ยังคิดถึง...(Same),"Marc Tatchapon",25169,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
39,Stargazing,Kygo,25054,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
40,"Stranger Things",Kygo,24224,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
41,"I Miss You (feat. Julia Michaels)","Clean Bandit",24165,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
42,"Bad Luck",Lipta,23546,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
43,"แค่ฉันมีเธอ (Finn)","Room 39",23310,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
44,"Sorry Not Sorry","Demi Lovato",23305,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
45,คนละชั้น,Jaonaay,22927,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
46,"Galway Girl","Ed Sheeran",22651,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
47,"Something Just Like This","The Chainsmokers",22039,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
48,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",21716,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
49,"Easy Love",Lauv,21659,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
50,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,20949,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
51,โลกที่ไม่มีเธอ,PORTRAIT,20595,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
52,Wait,"Maroon 5",20492,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
53,"Walk On Water (feat. Beyoncé)",Eminem,20136,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
54,เฉยเมย,YOUNGOHM,20059,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
55,เจ็บจนไม่เข้าใจ,PORTRAIT,19315,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
56,"Despacito - Remix","Luis Fonsi",18978,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
57,มีแฟนแล้ว,"Oat Pramote",18595,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
58,"Gucci Gang","Lil Pump",18399,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
59,เรื่องที่ขอ,Lula,18229,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
60,"Friends (with BloodPop®)","Justin Bieber",18146,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
61,ก่อนฤดูฝน,"The Toys",17756,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
62,New,Daya,17301,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
63,เผด็จเกิร์ล,"Tattoo Colour",17101,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
64,Pray,"Sam Smith",16944,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
65,DNA,BTS,16860,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
66,"There's Nothing Holdin' Me Back","Shawn Mendes",16483,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
67,Anywhere,"Rita Ora",16411,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
68,"Feel It Still","Portugal. The Man",16329,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
69,"Super Far",LANY,15845,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
70,"Bedroom Floor","Liam Payne",15812,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
71,ช่วงนี้(Karma),"Atom Chanakan",15683,https://open.spotify.com/track/3LbX6aIcOxB1p0pOpYPLVu
72,Photograph,"Ed Sheeran",15483,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
73,"Just Like You","Louis Tomlinson",15410,https://open.spotify.com/track/5IF6IBPqbclVR7SQKmCIyA
74,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",15352,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
75,"ปล่อย (Miss)","Clockwork Motionless",15337,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
76,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",15330,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
77,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",15295,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
78,"ใต้ฟ้า (Tomorrow)",JETSET'ER,15282,https://open.spotify.com/track/4BmONvIG0LUUWCSd1dokyZ
79,"Strip That Down","Liam Payne",15269,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
80,"Échame La Culpa","Luis Fonsi",15070,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
81,"Too Much To Ask","Niall Horan",14773,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
82,"Look What You Made Me Do","Taylor Swift",14589,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
83,เกี่ยวกันไหม(You?),"Ink Waruntorn",14374,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
84,Energetic,"Wanna One",14365,https://open.spotify.com/track/5GfeBQ456zX2SHSJBnK80f
85,Rain,"The Script",13945,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
86,พัง..(ลำพัง),Getsunova,13806,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
87,"Symphony (feat. Zara Larsson)","Clean Bandit",13759,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
88,"Thinking Out Loud","Ed Sheeran",13723,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
89,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",13539,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
90,Wanna,"Wanna One",13332,https://open.spotify.com/track/3xaPugF78vjvTQYT37ViVm
91,CLAP,SEVENTEEN,13239,https://open.spotify.com/track/19t5GSN3XsLB7UOsZD8Fwv
92,"That's What I Like","Bruno Mars",13180,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
93,"I Fall Apart","Post Malone",12900,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
94,Mama,"Jonas Blue",12880,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
95,ลืมไปก่อน,"Buddha Bless",12871,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
96,"รู้ยัง - Acoustic Live Session","Ton Thanasit",12864,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
97,"As If It's Your Last",BLACKPINK,12862,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
98,"Tip Toe (feat. French Montana)","Jason Derulo",12783,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
99,มือลั่น,"Jazz Spooknickpapiyongkookkook",12589,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
100,"2U (feat. Justin Bieber)","David Guetta",12519,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
101,"Slow Hands","Niall Horan",12277,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
102,Congratulations,"Post Malone",12132,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
103,Panama,Matteo,11879,https://open.spotify.com/track/6JOzMswUGJMTZDtMHit0Cc
104,เวลา,"Opor Praput",11854,https://open.spotify.com/track/0cnFQVTvVdQ4C0btqE3J8T
105,"Good Together","SHY Martin",11590,https://open.spotify.com/track/763v0n4szIsWp3HOsfi7qq
106,Unforgettable,"French Montana",11577,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
107,Restart,"Room 39",11565,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
108,คนที่คุณก็รู้ว่าใคร,Stamp,11550,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
109,"I Just Can't",R3HAB,11505,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
110,"No Limit",G-Eazy,11418,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
111,Gashina,SUNMI,11398,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
112,"ยังไม่ชิน (Still)",EMMA,11354,https://open.spotify.com/track/3dQP4vQxoudnmizob7NDj2
113,"Burn It Up","Wanna One",11279,https://open.spotify.com/track/1GJqtDeJMtXCsKfDfNy8ij
114,"Your Song","Rita Ora",11247,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
115,"XO TOUR Llif3","Lil Uzi Vert",11242,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
116,"Good Old Days (feat. Kesha)",Macklemore,11224,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
117,Closer,"The Chainsmokers",11177,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
118,"Nobody Compares To You",Gryffin,11084,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
119,"Candy Paint","Post Malone",10989,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
120,Gorgeous,"Taylor Swift",10752,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz
121,Believer,"Imagine Dragons",10732,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
122,"Stay With You","Cheat Codes",10715,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
123,Happier,"Ed Sheeran",10557,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
124,Dive,"Ed Sheeran",10526,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
125,"More Than You Know","Axwell /\ Ingrosso",10521,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
126,"First Love","Lost Kings",10330,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
127,"ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา","Namm Ronnadet",10229,https://open.spotify.com/track/0SHsueflUc3c6Gs92Ulc2l
128,หลับลึก,"Tattoo Colour",10150,https://open.spotify.com/track/0CgB8ygwmZ2rT8HWFMVWwh
129,"...Ready For It?","Taylor Swift",10102,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
130,เธอทำให้ได้รู้,Potato,10049,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
131,"Say You Won't Let Go","James Arthur",10014,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
132,DDD,EXID,10009,https://open.spotify.com/track/3nXUfNbkv8ikaSdHwEp0oY
133,"Bank Account","21 Savage",9942,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
134,กะทันหัน,"Fymme Bongkot",9824,https://open.spotify.com/track/6sxDRIzYz50GJeSYLAODZm
135,หากมันจะสายเกินไป,"Whal & Dolph",9785,https://open.spotify.com/track/6rySUpaTT7TJkPS9rc7iFI
136,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",9747,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
137,Heartline,"Craig David",9721,https://open.spotify.com/track/4ioNqWWd8Ivz4bLfrn3bBN
138,"Ko Ko Bop",EXO,9714,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
139,"Ric Flair Drip (& Metro Boomin)",Offset,9709,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
140,"All Night","Steve Aoki",9704,https://open.spotify.com/track/5mAxA6Q1SIym6dPNiFLUyd
141,"Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike",9687,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
142,"To Me",Christopher,9537,https://open.spotify.com/track/1AFfed6AkP6serBgOrbrXI
143,"วู่วาม - Unreleased Version","Season Five",9429,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
144,"What About Us",P!nk,9391,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
145,ถ้าหาก,"Two Popetorn",9350,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
146,"We Could Go Back","Jonas Blue",9345,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
147,Personal,"The Vamps",9341,https://open.spotify.com/track/5kflnIKOUU6aLXkVXmJ6iK
148,"Spring Day",BTS,9306,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
149,"Whiskey (feat. A$AP Rocky)","Maroon 5",9250,https://open.spotify.com/track/7nDUOXeYCEnfAnThCs4dlA
150,"빨간 맛 Red Flavor","Red Velvet",9193,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
151,"It's You",Henry,9183,https://open.spotify.com/track/3hm4axDodp2jFEDohQfXxV
152,"Mi Gente","J Balvin",9145,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
153,ร่มสีเทา,Whatcharawale,9047,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
154,"Don't Wanna Cry",SEVENTEEN,9008,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
155,"Plain Jane","A$AP Ferg",8980,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
156,เพื่อนรัก,"The Parkinson",8907,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
157,"Bodak Yellow","Cardi B",8870,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
158,อยู่ต่อเลยได้ไหม,"Singto Numchok",8867,https://open.spotify.com/track/4V2FimcFqJ2x7uk4uFQEvN
159,"Glorious (feat. Skylar Grey)",Macklemore,8866,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
160,"Black Suit","SUPER JUNIOR",8838,https://open.spotify.com/track/0cCm1PbOd6nqAPDdA3PRfs
161,"Labelle - Acoustic","Telex Telexs",8802,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
162,"Best Of Me",BTS,8784,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
163,Unpredictable,"Olly Murs",8727,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
164,ก็แค่ไม่มีฉัน,"Violette Wautier",8710,https://open.spotify.com/track/43jODHDCovQ6CRYgYMhzrM
165,MotorSport,Migos,8688,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
166,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",8685,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
167,Paris,"The Chainsmokers",8653,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
168,"Help Me Out (with Julia Michaels)","Maroon 5",8650,https://open.spotify.com/track/6XPuJ6TwqcuAFbWiNZdNH6
169,"Castle on the Hill","Ed Sheeran",8541,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
170,"Versace On The Floor","Bruno Mars",8383,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
171,อย่าเพิ่งใจร้าย,"The Mousses",8380,https://open.spotify.com/track/5S2aCEv3wt0bukp7nmhw52
172,"Love Yourself","Justin Bieber",8369,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
173,"Stay With Me",CHANYEOL,8341,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
174,"Man's Not Hot","Big Shaq",8325,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
175,ทุกคนเคยร้องไห้,"Pang Nakarin",8303,https://open.spotify.com/track/35xujz4rBKjBkVLx2AoD6Y
176,คนบนฟ้า,Paradox,8290,https://open.spotify.com/track/4SxDgCqkrZzU0uhteCNpUy
177,"ปากแข็ง (Just in my mind) - เพลงประกอบซีรีส์ Slam Dance ทุ่มฝันสนั่นฟลอร์",Mild,8279,https://open.spotify.com/track/3ALshyY9fzcWICITSHC3km
178,ทดลองใช้,"Pun Basher",8229,https://open.spotify.com/track/0OCOoJ0TVcCLRCBFycKgnF
179,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",8215,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
180,"Call It What You Want","Taylor Swift",8111,https://open.spotify.com/track/0tDfp0vFR95Gg6Mrhza3lX
181,HUMBLE.,"Kendrick Lamar",8110,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
182,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,8058,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
183,จริงๆนะ,"The 38 Years Ago",7969,https://open.spotify.com/track/3y7wWYnla4CN0dhqUkvLER
184,"Havana - Remix","Camila Cabello",7904,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
185,Twilight,"Wanna One",7886,https://open.spotify.com/track/5hHHpp3UAnIieVXZfy9thV
186,"Blood Sweat & Tears",BTS,7872,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
187,"MIC Drop",BTS,7845,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b
188,"Mi Gente (feat. Beyoncé)","J Balvin",7837,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
189,รอยยิ้ม,Scrubb,7742,https://open.spotify.com/track/4acvfSY2byUOWNhjdtitqP
190,Starboy,"The Weeknd",7689,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
191,"ทางของฝุ่น (Dust)","Atom Chanakan",7677,https://open.spotify.com/track/3XfygeAG5SFzEVaQJEKY49
192,"Wanna Be (My Baby)","Wanna One",7640,https://open.spotify.com/track/0ztcyEAwRSPMUQOGGIUbF0
193,"WHISTLE - KR Ver.",BLACKPINK,7622,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
194,"Go Go",BTS,7618,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
195,Problems,"Petit Biscuit",7589,https://open.spotify.com/track/7wKzj1b8YKPuZELfVDz708
196,"Nothing Without You (Intro.) - Intro","Wanna One",7506,https://open.spotify.com/track/117KNVKcVJcnZSiTJAXOwq
197,"จีบ...(May I)","Namm Ronnadet",7489,https://open.spotify.com/track/3F5jmTgXeY1zS2ATt4cR7L
198,Next,PETITE,7453,https://open.spotify.com/track/5rOmKd9LhUshvTZ0OZA3YF
199,เรื่องมหัศจรรย์,Sofa,7447,https://open.spotify.com/track/2ZvuGneo9p5JqtDQU45Yhv
200,หมายความว่าอะไร,MEAN,7440,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
