,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
185,Then,Anne-Marie,9878,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
186,"BOOMBAYAH - KR Ver.",BLACKPINK,9841,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
187,"러시안 룰렛 Russian Roulette","Red Velvet",9819,https://open.spotify.com/track/5HiSc2ZCGn8L3cH3qSwzBT
188,ปล่อย,"Pop Pongkool",9805,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
189,เกี่ยวกันไหม(You?),"Ink Waruntorn",9686,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
190,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",9667,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
191,"Bartier Cardi (feat. 21 Savage)","Cardi B",9640,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
192,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",9583,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
193,Lullaby,R3HAB,9574,https://open.spotify.com/track/0DhkTGjEaIHaSxTfC14BFm
194,"Versace On The Floor","Bruno Mars",9560,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
195,"วู่วาม - Unreleased Version","Season Five",9515,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
196,"Despacito - Remix","Luis Fonsi",9380,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
197,ร่มสีเทา,Whatcharawale,9347,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
198,"ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา","Namm Ronnadet",9336,https://open.spotify.com/track/0SHsueflUc3c6Gs92Ulc2l
199,ทำไมต้องรักเธอ,"Earn Piyada",9079,https://open.spotify.com/track/5IWMAHpNDXeKH0aZ0YHY70
200,"ใต้ฟ้า (Tomorrow)",JETSET'ER,9077,https://open.spotify.com/track/4BmONvIG0LUUWCSd1dokyZ
